156
0	0 0
1775	0 9	1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
1780	1 7	0,5 1,3 1,4 2,3 2,4 2,5 3,4
1781	1 8	0,5 1,3 1,4 2,3 2,4 2,5 3,4 4,5
1783	1 9	0,5 1,3 1,4 2,3 2,4 2,5 3,4 3,5 4,5
1788	1 8	0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,4
1789	1 9	0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,4 4,5
1791	1 10	0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
1880	1 6	0,4 0,5 1,3 1,5 2,3 2,4
1881	1 7	0,4 0,5 1,3 1,5 2,3 2,4 4,5
1883	1 8	0,4 0,5 1,3 1,5 2,3 2,4 3,5 4,5
1884	1 7	0,4 0,5 1,3 1,5 2,3 2,4 2,5
1885	1 8	0,4 0,5 1,3 1,5 2,3 2,4 2,5 4,5
1887	1 9	0,4 0,5 1,3 1,5 2,3 2,4 2,5 3,5 4,5
1915	1 9	0,4 0,5 1,3 1,5 2,3 2,4 3,4 3,5 4,5
1916	1 8	0,4 0,5 1,3 1,5 2,3 2,4 2,5 3,4
1917	1 9	0,4 0,5 1,3 1,5 2,3 2,4 2,5 3,4 4,5
1919	1 10	0,4 0,5 1,3 1,5 2,3 2,4 2,5 3,4 3,5 4,5
2012	1 8	0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5
2013	1 9	0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5 4,5
2014	1 9	0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,5
2015	1 10	0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,5 4,5
2046	1 10	0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5
2047	1 11	0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
4060	1 9	0,3 0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5
4061	1 10	0,3 0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5 4,5
4063	1 11	0,3 0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,5 4,5
4095	1 12	0,3 0,4 0,5 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
5871	0 10	1,2 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
5872	0 7	0,5 1,2 1,3 1,4 2,3 2,4 3,4
5873	1 8	0,5 1,2 1,3 1,4 2,3 2,4 3,4 4,5
5875	1 9	0,5 1,2 1,3 1,4 2,3 2,4 3,4 3,5 4,5
5879	1 10	0,5 1,2 1,3 1,4 2,3 2,4 2,5 3,4 3,5 4,5
5887	1 11	0,5 1,2 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
5905	0 6	0,4 0,5 1,2 1,3 2,3 4,5
5907	1 7	0,4 0,5 1,2 1,3 2,3 3,5 4,5
5911	1 8	0,4 0,5 1,2 1,3 2,3 2,5 3,5 4,5
5919	1 9	0,4 0,5 1,2 1,3 1,5 2,3 2,5 3,5 4,5
5941	1 8	0,4 0,5 1,2 1,3 2,3 2,5 3,4 4,5
5943	1 9	0,4 0,5 1,2 1,3 2,3 2,5 3,4 3,5 4,5
5948	1 8	0,4 0,5 1,2 1,3 1,5 2,3 2,5 3,4
5949	1 9	0,4 0,5 1,2 1,3 1,5 2,3 2,5 3,4 4,5
5950	1 9	0,4 0,5 1,2 1,3 1,5 2,3 2,5 3,4 3,5
5951	1 10	0,4 0,5 1,2 1,3 1,5 2,3 2,5 3,4 3,5 4,5
6007	1 10	0,4 0,5 1,2 1,3 2,3 2,4 2,5 3,4 3,5 4,5
6010	1 9	0,4 0,5 1,2 1,3 1,5 2,3 2,4 3,4 3,5
6011	1 10	0,4 0,5 1,2 1,3 1,5 2,3 2,4 3,4 3,5 4,5
6014	1 10	0,4 0,5 1,2 1,3 1,5 2,3 2,4 2,5 3,4 3,5
6015	1 11	0,4 0,5 1,2 1,3 1,5 2,3 2,4 2,5 3,4 3,5 4,5
6142	1 11	0,4 0,5 1,2 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5
6143	1 12	0,4 0,5 1,2 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
6654	1 10	0,3 0,4 0,5 1,2 1,4 1,5 2,4 2,5 3,4 3,5
6655	1 11	0,3 0,4 0,5 1,2 1,4 1,5 2,4 2,5 3,4 3,5 4,5
7071	1 10	0,3 0,4 0,5 1,2 1,4 1,5 2,3 2,5 3,5 4,5
7100	1 9	0,3 0,4 0,5 1,2 1,4 1,5 2,3 2,5 3,4
7101	1 10	0,3 0,4 0,5 1,2 1,4 1,5 2,3 2,5 3,4 4,5
7103	1 11	0,3 0,4 0,5 1,2 1,4 1,5 2,3 2,5 3,4 3,5 4,5
7166	1 11	0,3 0,4 0,5 1,2 1,4 1,5 2,3 2,4 2,5 3,4 3,5
7167	1 12	0,3 0,4 0,5 1,2 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
8157	1 11	0,3 0,4 0,5 1,2 1,3 1,4 1,5 2,3 2,4 2,5 4,5
8159	1 12	0,3 0,4 0,5 1,2 1,3 1,4 1,5 2,3 2,4 2,5 3,5 4,5
8191	1 13	0,3 0,4 0,5 1,2 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
15870	1 12	0,2 0,3 0,4 0,5 1,2 1,3 1,4 1,5 2,4 2,5 3,4 3,5
15871	1 13	0,2 0,3 0,4 0,5 1,2 1,3 1,4 1,5 2,4 2,5 3,4 3,5 4,5
16383	1 14	0,2 0,3 0,4 0,5 1,2 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
32767	1 15	0,1 0,2 0,3 0,4 0,5 1,2 1,3 1,4 1,5 2,3 2,4 2,5 3,4 3,5 4,5
